bucket,sentiment_mean,tweet_count,weighted_sentiment_mean
2025-09-02 16:00:00,0.3981,20,0.3801
2025-09-02 20:00:00,0.2457,20,0.2729
2025-09-03 00:00:00,0.2186,19,0.2095
2025-09-03 04:00:00,0.5549,20,0.6502
2025-09-03 08:00:00,0.4986,20,0.4967
2025-09-03 12:00:00,0.2851,20,0.2887
2025-09-03 16:00:00,0.3524,20,0.4019
2025-09-03 20:00:00,0.3346,20,0.3099
2025-09-04 00:00:00,0.3273,20,0.3612
2025-09-04 04:00:00,0.5671,20,0.5462
2025-09-04 08:00:00,0.2817,20,0.3167
2025-09-04 12:00:00,0.1457,20,0.1104
2025-09-04 16:00:00,0.2852,20,0.3079
2025-09-05 00:00:00,0.3293,20,0.3974
2025-09-05 04:00:00,0.3617,20,0.3508
2025-09-05 08:00:00,0.2657,20,0.2663
2025-09-05 12:00:00,0.4068,20,0.4028
2025-09-05 16:00:00,0.4673,19,0.4759
2025-09-05 20:00:00,0.4104,20,0.3627
2025-09-06 00:00:00,0.2619,20,0.2402
2025-09-06 04:00:00,0.4105,20,0.3206
2025-09-06 08:00:00,0.4851,20,0.4848
2025-09-06 12:00:00,0.0022,20,0.0115
2025-09-06 16:00:00,0.2644,20,0.2377
2025-09-06 20:00:00,0.4123,20,0.3935
2025-09-07 00:00:00,0.3267,20,0.3463
2025-09-07 04:00:00,0.3073,20,0.3236
2025-09-07 08:00:00,0.3439,20,0.3426
2025-09-07 12:00:00,0.0674,20,-0.0041
2025-09-07 16:00:00,0.2046,20,0.2373
2025-09-07 20:00:00,0.3740,20,0.3770
